,Truck Type,State,Fuel Type,Cost
545,multiaxle_monthly,Chattisgarh,Petrol,96.94
546,multiaxle_monthly,Haryana,Diesel,90.05
547,multiaxle_monthly,Haryana,Electric,6.25
548,multiaxle_monthly,Haryana,Petrol,97.2
549,multiaxle_monthly,HimachalPradesh,Diesel,86.3
550,multiaxle_monthly,HimachalPradesh,Electric,4.75
551,multiaxle_monthly,HimachalPradesh,Petrol,97.24
552,multiaxle_monthly,Jammu&Kashmir,Diesel,85.43
553,multiaxle_monthly,Jammu&Kashmir,Electric,7.75
554,multiaxle_monthly,Jammu&Kashmir,Petrol,100.13
555,multiaxle_monthly,Jharkhand,Diesel,94.73
556,multiaxle_monthly,Jharkhand,Electric,6.5
557,multiaxle_monthly,Jharkhand,Petrol,99.92
558,multiaxle_monthly,Karnataka,Diesel,89.03
559,multiaxle_monthly,Karnataka,Electric,7.0
560,multiaxle_monthly,Karnataka,Petrol,102.7
561,multiaxle_monthly,Telangana,Diesel,97.7
562,multiaxle_monthly,Telangana,Electric,5.5
563,multiaxle_monthly,Telangana,Petrol,108.84
564,multiaxle_monthly,MadhyaPradesh,Diesel,94.56
565,multiaxle_monthly,MadhyaPradesh,Electric,6.25
566,multiaxle_monthly,MadhyaPradesh,Petrol,109.36
567,multiaxle_monthly,Maharastra,Diesel,93.45
568,multiaxle_monthly,Maharastra,Electric,7.5
569,multiaxle_monthly,Maharastra,Petrol,106.87
570,multiaxle_monthly,Mizoram,Diesel,82.18
571,multiaxle_monthly,Mizoram,Electric,5.25
572,multiaxle_monthly,Mizoram,Petrol,95.73
573,multiaxle_monthly,Odisha,Diesel,95.15
574,multiaxle_monthly,Odisha,Electric,6.25
575,multiaxle_monthly,Odisha,Petrol,103.59
576,multiaxle_monthly,Punjab,Diesel,87.79
577,multiaxle_monthly,Punjab,Electric,5.75
578,multiaxle_monthly,Punjab,Petrol,97.44
579,multiaxle_monthly,Rajasthan,Diesel,94.55
580,multiaxle_monthly,Rajasthan,Electric,6.5
581,multiaxle_monthly,Rajasthan,Petrol,109.4
582,multiaxle_monthly,TamilNadu,Diesel,95.17
583,multiaxle_monthly,TamilNadu,Electric,5.75
584,multiaxle_monthly,TamilNadu,Petrol,103.56
585,multiaxle_monthly,UttarPradesh,Diesel,90.13
586,multiaxle_monthly,UttarPradesh,Electric,6.5
587,multiaxle_monthly,UttarPradesh,Petrol,96.99
588,multiaxle_monthly,Uttarakhand,Diesel,89.94
589,multiaxle_monthly,Uttarakhand,Electric,5.5
590,multiaxle_monthly,Uttarakhand,Petrol,94.86
591,multiaxle_monthly,WestBengal,Diesel,92.75
592,multiaxle_monthly,WestBengal,Electric,7.0
593,multiaxle_monthly,WestBengal,Petrol,106.01
594,multiaxle_multi,AndraPradesh,Diesel,99.11
595,multiaxle_multi,AndraPradesh,Electric,6.5
596,multiaxle_multi,AndraPradesh,Petrol,111.22
597,multiaxle_multi,Manipur,Diesel,89.06
598,multiaxle_multi,Manipur,Electric,6.0
599,multiaxle_multi,Manipur,Petrol,97.54
600,multiaxle_multi,Bihar,Diesel,94.67
601,multiaxle_multi,Bihar,Electric,6.75
602,multiaxle_multi,Bihar,Petrol,107.94
603,multiaxle_multi,Chandigarh,Diesel,84.26
604,multiaxle_multi,Chandigarh,Electric,5.5
605,multiaxle_multi,Chandigarh,Petrol,96.2
606,multiaxle_multi,Chhattisgarh,Diesel,95.59
607,multiaxle_multi,Chhattisgarh,Electric,5.5
608,multiaxle_multi,Chhattisgarh,Petrol,102.6
609,multiaxle_multi,Chattisgarh,Diesel,92.7
610,multiaxle_multi,Chattisgarh,Electric,6.0
611,multiaxle_multi,Chattisgarh,Petrol,96.94
612,multiaxle_multi,Haryana,Diesel,90.05
613,multiaxle_multi,Haryana,Electric,6.25
614,multiaxle_multi,Haryana,Petrol,97.2
615,multiaxle_multi,HimachalPradesh,Diesel,86.3
616,multiaxle_multi,HimachalPradesh,Electric,4.75
617,multiaxle_multi,HimachalPradesh,Petrol,97.24
618,multiaxle_multi,Jammu&Kashmir,Diesel,85.43
619,multiaxle_multi,Jammu&Kashmir,Electric,7.75
620,multiaxle_multi,Jammu&Kashmir,Petrol,100.13
621,multiaxle_multi,Jharkhand,Diesel,94.73
622,multiaxle_multi,Jharkhand,Electric,6.5
623,multiaxle_multi,Jharkhand,Petrol,99.92
624,multiaxle_multi,Karnataka,Diesel,89.03
625,multiaxle_multi,Karnataka,Electric,7.0
626,multiaxle_multi,Karnataka,Petrol,102.7
627,multiaxle_multi,Telangana,Diesel,97.7
628,multiaxle_multi,Telangana,Electric,5.5
629,multiaxle_multi,Telangana,Petrol,108.84
630,multiaxle_multi,MadhyaPradesh,Diesel,94.56
631,multiaxle_multi,MadhyaPradesh,Electric,6.25
632,multiaxle_multi,MadhyaPradesh,Petrol,109.36
633,multiaxle_multi,Maharastra,Diesel,93.45
634,multiaxle_multi,Maharastra,Electric,7.5
635,multiaxle_multi,Maharastra,Petrol,106.87
636,multiaxle_multi,Mizoram,Diesel,82.18
637,multiaxle_multi,Mizoram,Electric,5.25
638,multiaxle_multi,Mizoram,Petrol,95.73
639,multiaxle_multi,Odisha,Diesel,95.15
640,multiaxle_multi,Odisha,Electric,6.25
641,multiaxle_multi,Odisha,Petrol,103.59
642,multiaxle_multi,Punjab,Diesel,87.79
643,multiaxle_multi,Punjab,Electric,5.75
644,multiaxle_multi,Punjab,Petrol,97.44
645,multiaxle_multi,Rajasthan,Diesel,94.55
646,multiaxle_multi,Rajasthan,Electric,6.5
647,multiaxle_multi,Rajasthan,Petrol,109.4
648,multiaxle_multi,TamilNadu,Diesel,95.17
649,multiaxle_multi,TamilNadu,Electric,5.75
650,multiaxle_multi,TamilNadu,Petrol,103.56
651,multiaxle_multi,UttarPradesh,Diesel,90.13
652,multiaxle_multi,UttarPradesh,Electric,6.5
653,multiaxle_multi,UttarPradesh,Petrol,96.99
654,multiaxle_multi,Uttarakhand,Diesel,89.94
655,multiaxle_multi,Uttarakhand,Electric,5.5
656,multiaxle_multi,Uttarakhand,Petrol,94.86
657,multiaxle_multi,WestBengal,Diesel,92.75
658,multiaxle_multi,WestBengal,Electric,7.0
659,multiaxle_multi,WestBengal,Petrol,106.01
660,multiaxle_single,AndraPradesh,Diesel,99.11
661,multiaxle_single,AndraPradesh,Electric,6.5
662,multiaxle_single,AndraPradesh,Petrol,111.22
663,multiaxle_single,Manipur,Diesel,89.06
664,multiaxle_single,Manipur,Electric,6.0
665,multiaxle_single,Manipur,Petrol,97.54
666,multiaxle_single,Bihar,Diesel,94.67
667,multiaxle_single,Bihar,Electric,6.75
668,multiaxle_single,Bihar,Petrol,107.94
669,multiaxle_single,Chandigarh,Diesel,84.26
670,multiaxle_single,Chandigarh,Electric,5.5
671,multiaxle_single,Chandigarh,Petrol,96.2
672,multiaxle_single,Chhattisgarh,Diesel,95.59
673,multiaxle_single,Chhattisgarh,Electric,5.5
674,multiaxle_single,Chhattisgarh,Petrol,102.6
675,multiaxle_single,Chattisgarh,Diesel,92.7
676,multiaxle_single,Chattisgarh,Electric,6.0
677,multiaxle_single,Chattisgarh,Petrol,96.94
678,multiaxle_single,Haryana,Diesel,90.05
679,multiaxle_single,Haryana,Electric,6.25
680,multiaxle_single,Haryana,Petrol,97.2
681,multiaxle_single,HimachalPradesh,Diesel,86.3
682,multiaxle_single,HimachalPradesh,Electric,4.75
683,multiaxle_single,HimachalPradesh,Petrol,97.24
684,multiaxle_single,Jammu&Kashmir,Diesel,85.43
685,multiaxle_single,Jammu&Kashmir,Electric,7.75
686,multiaxle_single,Jammu&Kashmir,Petrol,100.13
687,multiaxle_single,Jharkhand,Diesel,94.73
688,multiaxle_single,Jharkhand,Electric,6.5
689,multiaxle_single,Jharkhand,Petrol,99.92
690,multiaxle_single,Karnataka,Diesel,89.03
691,multiaxle_single,Karnataka,Electric,7.0
692,multiaxle_single,Karnataka,Petrol,102.7
693,multiaxle_single,Telangana,Diesel,97.7
694,multiaxle_single,Telangana,Electric,5.5
695,multiaxle_single,Telangana,Petrol,108.84
696,multiaxle_single,MadhyaPradesh,Diesel,94.56
697,multiaxle_single,MadhyaPradesh,Electric,6.25
698,multiaxle_single,MadhyaPradesh,Petrol,109.36
699,multiaxle_single,Maharastra,Diesel,93.45
700,multiaxle_single,Maharastra,Electric,7.5
701,multiaxle_single,Maharastra,Petrol,106.87
702,multiaxle_single,Mizoram,Diesel,82.18
703,multiaxle_single,Mizoram,Electric,5.25
704,multiaxle_single,Mizoram,Petrol,95.73
705,multiaxle_single,Odisha,Diesel,95.15
706,multiaxle_single,Odisha,Electric,6.25
707,multiaxle_single,Odisha,Petrol,103.59
708,multiaxle_single,Punjab,Diesel,87.79
709,multiaxle_single,Punjab,Electric,5.75
710,multiaxle_single,Punjab,Petrol,97.44
711,multiaxle_single,Rajasthan,Diesel,94.55
712,multiaxle_single,Rajasthan,Electric,6.5
713,multiaxle_single,Rajasthan,Petrol,109.4
714,multiaxle_single,TamilNadu,Diesel,95.17
715,multiaxle_single,TamilNadu,Electric,5.75
716,multiaxle_single,TamilNadu,Petrol,103.56
717,multiaxle_single,UttarPradesh,Diesel,90.13
718,multiaxle_single,UttarPradesh,Electric,6.5
719,multiaxle_single,UttarPradesh,Petrol,96.99
720,multiaxle_single,Uttarakhand,Diesel,89.94
721,multiaxle_single,Uttarakhand,Electric,5.5
722,multiaxle_single,Uttarakhand,Petrol,94.86
723,multiaxle_single,WestBengal,Diesel,92.75
724,multiaxle_single,WestBengal,Electric,7.0
725,multiaxle_single,WestBengal,Petrol,106.01
726,seven_plus_axle_monthly,AndraPradesh,Diesel,99.11
727,seven_plus_axle_monthly,AndraPradesh,Electric,6.5
728,seven_plus_axle_monthly,AndraPradesh,Petrol,111.22
729,seven_plus_axle_monthly,Manipur,Diesel,89.06
730,seven_plus_axle_monthly,Manipur,Electric,6.0
731,seven_plus_axle_monthly,Manipur,Petrol,97.54
732,seven_plus_axle_monthly,Bihar,Diesel,94.67
733,seven_plus_axle_monthly,Bihar,Electric,6.75
734,seven_plus_axle_monthly,Bihar,Petrol,107.94
735,seven_plus_axle_monthly,Chandigarh,Diesel,84.26
736,seven_plus_axle_monthly,Chandigarh,Electric,5.5
737,seven_plus_axle_monthly,Chandigarh,Petrol,96.2
738,seven_plus_axle_monthly,Chhattisgarh,Diesel,95.59
739,seven_plus_axle_monthly,Chhattisgarh,Electric,5.5
740,seven_plus_axle_monthly,Chhattisgarh,Petrol,102.6
741,seven_plus_axle_monthly,Chattisgarh,Diesel,92.7
742,seven_plus_axle_monthly,Chattisgarh,Electric,6.0
743,seven_plus_axle_monthly,Chattisgarh,Petrol,96.94
744,seven_plus_axle_monthly,Haryana,Diesel,90.05
745,seven_plus_axle_monthly,Haryana,Electric,6.25
746,seven_plus_axle_monthly,Haryana,Petrol,97.2
747,seven_plus_axle_monthly,HimachalPradesh,Diesel,86.3
748,seven_plus_axle_monthly,HimachalPradesh,Electric,4.75
749,seven_plus_axle_monthly,HimachalPradesh,Petrol,97.24
750,seven_plus_axle_monthly,Jammu&Kashmir,Diesel,85.43
751,seven_plus_axle_monthly,Jammu&Kashmir,Electric,7.75
752,seven_plus_axle_monthly,Jammu&Kashmir,Petrol,100.13
753,seven_plus_axle_monthly,Jharkhand,Diesel,94.73
754,seven_plus_axle_monthly,Jharkhand,Electric,6.5
755,seven_plus_axle_monthly,Jharkhand,Petrol,99.92
756,seven_plus_axle_monthly,Karnataka,Diesel,89.03
757,seven_plus_axle_monthly,Karnataka,Electric,7.0
758,seven_plus_axle_monthly,Karnataka,Petrol,102.7
759,seven_plus_axle_monthly,Telangana,Diesel,97.7
760,seven_plus_axle_monthly,Telangana,Electric,5.5
761,seven_plus_axle_monthly,Telangana,Petrol,108.84
762,seven_plus_axle_monthly,MadhyaPradesh,Diesel,94.56
763,seven_plus_axle_monthly,MadhyaPradesh,Electric,6.25
764,seven_plus_axle_monthly,MadhyaPradesh,Petrol,109.36
765,seven_plus_axle_monthly,Maharastra,Diesel,93.45
766,seven_plus_axle_monthly,Maharastra,Electric,7.5
767,seven_plus_axle_monthly,Maharastra,Petrol,106.87
768,seven_plus_axle_monthly,Mizoram,Diesel,82.18
769,seven_plus_axle_monthly,Mizoram,Electric,5.25
770,seven_plus_axle_monthly,Mizoram,Petrol,95.73
771,seven_plus_axle_monthly,Odisha,Diesel,95.15
772,seven_plus_axle_monthly,Odisha,Electric,6.25
773,seven_plus_axle_monthly,Odisha,Petrol,103.59
774,seven_plus_axle_monthly,Punjab,Diesel,87.79
775,seven_plus_axle_monthly,Punjab,Electric,5.75
776,seven_plus_axle_monthly,Punjab,Petrol,97.44
777,seven_plus_axle_monthly,Rajasthan,Diesel,94.55
778,seven_plus_axle_monthly,Rajasthan,Electric,6.5
779,seven_plus_axle_monthly,Rajasthan,Petrol,109.4
780,seven_plus_axle_monthly,TamilNadu,Diesel,95.17
781,seven_plus_axle_monthly,TamilNadu,Electric,5.75
782,seven_plus_axle_monthly,TamilNadu,Petrol,103.56
783,seven_plus_axle_monthly,UttarPradesh,Diesel,90.13
784,seven_plus_axle_monthly,UttarPradesh,Electric,6.5
785,seven_plus_axle_monthly,UttarPradesh,Petrol,96.99
786,seven_plus_axle_monthly,Uttarakhand,Diesel,89.94
787,seven_plus_axle_monthly,Uttarakhand,Electric,5.5
788,seven_plus_axle_monthly,Uttarakhand,Petrol,94.86
789,seven_plus_axle_monthly,WestBengal,Diesel,92.75
790,seven_plus_axle_monthly,WestBengal,Electric,7.0
791,seven_plus_axle_monthly,WestBengal,Petrol,106.01
792,seven_plus_axle_multi,AndraPradesh,Diesel,99.11
793,seven_plus_axle_multi,AndraPradesh,Electric,6.5
794,seven_plus_axle_multi,AndraPradesh,Petrol,111.22
795,seven_plus_axle_multi,Manipur,Diesel,89.06
796,seven_plus_axle_multi,Manipur,Electric,6.0
797,seven_plus_axle_multi,Manipur,Petrol,97.54
798,seven_plus_axle_multi,Bihar,Diesel,94.67
799,seven_plus_axle_multi,Bihar,Electric,6.75
800,seven_plus_axle_multi,Bihar,Petrol,107.94
801,seven_plus_axle_multi,Chandigarh,Diesel,84.26
802,seven_plus_axle_multi,Chandigarh,Electric,5.5
803,seven_plus_axle_multi,Chandigarh,Petrol,96.2
804,seven_plus_axle_multi,Chhattisgarh,Diesel,95.59
805,seven_plus_axle_multi,Chhattisgarh,Electric,5.5
806,seven_plus_axle_multi,Chhattisgarh,Petrol,102.6
807,seven_plus_axle_multi,Chattisgarh,Diesel,92.7
808,seven_plus_axle_multi,Chattisgarh,Electric,6.0
809,seven_plus_axle_multi,Chattisgarh,Petrol,96.94
810,seven_plus_axle_multi,Haryana,Diesel,90.05
811,seven_plus_axle_multi,Haryana,Electric,6.25
812,seven_plus_axle_multi,Haryana,Petrol,97.2
813,seven_plus_axle_multi,HimachalPradesh,Diesel,86.3
814,seven_plus_axle_multi,HimachalPradesh,Electric,4.75
815,seven_plus_axle_multi,HimachalPradesh,Petrol,97.24
816,seven_plus_axle_multi,Jammu&Kashmir,Diesel,85.43
817,seven_plus_axle_multi,Jammu&Kashmir,Electric,7.75
818,seven_plus_axle_multi,Jammu&Kashmir,Petrol,100.13
819,seven_plus_axle_multi,Jharkhand,Diesel,94.73
820,seven_plus_axle_multi,Jharkhand,Electric,6.5
821,seven_plus_axle_multi,Jharkhand,Petrol,99.92
822,seven_plus_axle_multi,Karnataka,Diesel,89.03
823,seven_plus_axle_multi,Karnataka,Electric,7.0
824,seven_plus_axle_multi,Karnataka,Petrol,102.7
825,seven_plus_axle_multi,Telangana,Diesel,97.7
826,seven_plus_axle_multi,Telangana,Electric,5.5
827,seven_plus_axle_multi,Telangana,Petrol,108.84
828,seven_plus_axle_multi,MadhyaPradesh,Diesel,94.56
829,seven_plus_axle_multi,MadhyaPradesh,Electric,6.25
830,seven_plus_axle_multi,MadhyaPradesh,Petrol,109.36
831,seven_plus_axle_multi,Maharastra,Diesel,93.45
832,seven_plus_axle_multi,Maharastra,Electric,7.5
833,seven_plus_axle_multi,Maharastra,Petrol,106.87
834,seven_plus_axle_multi,Mizoram,Diesel,82.18
835,seven_plus_axle_multi,Mizoram,Electric,5.25
836,seven_plus_axle_multi,Mizoram,Petrol,95.73
837,seven_plus_axle_multi,Odisha,Diesel,95.15
838,seven_plus_axle_multi,Odisha,Electric,6.25
839,seven_plus_axle_multi,Odisha,Petrol,103.59
840,seven_plus_axle_multi,Punjab,Diesel,87.79
841,seven_plus_axle_multi,Punjab,Electric,5.75
842,seven_plus_axle_multi,Punjab,Petrol,97.44
843,seven_plus_axle_multi,Rajasthan,Diesel,94.55
844,seven_plus_axle_multi,Rajasthan,Electric,6.5
845,seven_plus_axle_multi,Rajasthan,Petrol,109.4
846,seven_plus_axle_multi,TamilNadu,Diesel,95.17
847,seven_plus_axle_multi,TamilNadu,Electric,5.75
848,seven_plus_axle_multi,TamilNadu,Petrol,103.56
849,seven_plus_axle_multi,UttarPradesh,Diesel,90.13
850,seven_plus_axle_multi,UttarPradesh,Electric,6.5
851,seven_plus_axle_multi,UttarPradesh,Petrol,96.99
852,seven_plus_axle_multi,Uttarakhand,Diesel,89.94
853,seven_plus_axle_multi,Uttarakhand,Electric,5.5
854,seven_plus_axle_multi,Uttarakhand,Petrol,94.86
855,seven_plus_axle_multi,WestBengal,Diesel,92.75
856,seven_plus_axle_multi,WestBengal,Electric,7.0
857,seven_plus_axle_multi,WestBengal,Petrol,106.01
858,seven_plus_axle_single,AndraPradesh,Diesel,99.11
859,seven_plus_axle_single,AndraPradesh,Electric,6.5
860,seven_plus_axle_single,AndraPradesh,Petrol,111.22
861,seven_plus_axle_single,Manipur,Diesel,89.06
862,seven_plus_axle_single,Manipur,Electric,6.0
863,seven_plus_axle_single,Manipur,Petrol,97.54
864,seven_plus_axle_single,Bihar,Diesel,94.67
865,seven_plus_axle_single,Bihar,Electric,6.75
866,seven_plus_axle_single,Bihar,Petrol,107.94
867,seven_plus_axle_single,Chandigarh,Diesel,84.26
868,seven_plus_axle_single,Chandigarh,Electric,5.5
869,seven_plus_axle_single,Chandigarh,Petrol,96.2
870,seven_plus_axle_single,Chhattisgarh,Diesel,95.59
871,seven_plus_axle_single,Chhattisgarh,Electric,5.5
872,seven_plus_axle_single,Chhattisgarh,Petrol,102.6
873,seven_plus_axle_single,Chattisgarh,Diesel,92.7
874,seven_plus_axle_single,Chattisgarh,Electric,6.0
875,seven_plus_axle_single,Chattisgarh,Petrol,96.94
876,seven_plus_axle_single,Haryana,Diesel,90.05
877,seven_plus_axle_single,Haryana,Electric,6.25
878,seven_plus_axle_single,Haryana,Petrol,97.2
879,seven_plus_axle_single,HimachalPradesh,Diesel,86.3
880,seven_plus_axle_single,HimachalPradesh,Electric,4.75
881,seven_plus_axle_single,HimachalPradesh,Petrol,97.24
882,seven_plus_axle_single,Jammu&Kashmir,Diesel,85.43
883,seven_plus_axle_single,Jammu&Kashmir,Electric,7.75
884,seven_plus_axle_single,Jammu&Kashmir,Petrol,100.13
885,seven_plus_axle_single,Jharkhand,Diesel,94.73
886,seven_plus_axle_single,Jharkhand,Electric,6.5
887,seven_plus_axle_single,Jharkhand,Petrol,99.92
888,seven_plus_axle_single,Karnataka,Diesel,89.03
889,seven_plus_axle_single,Karnataka,Electric,7.0
890,seven_plus_axle_single,Karnataka,Petrol,102.7
891,seven_plus_axle_single,Telangana,Diesel,97.7
892,seven_plus_axle_single,Telangana,Electric,5.5
893,seven_plus_axle_single,Telangana,Petrol,108.84
894,seven_plus_axle_single,MadhyaPradesh,Diesel,94.56
895,seven_plus_axle_single,MadhyaPradesh,Electric,6.25
896,seven_plus_axle_single,MadhyaPradesh,Petrol,109.36
897,seven_plus_axle_single,Maharastra,Diesel,93.45
898,seven_plus_axle_single,Maharastra,Electric,7.5
899,seven_plus_axle_single,Maharastra,Petrol,106.87
900,seven_plus_axle_single,Mizoram,Diesel,82.18
901,seven_plus_axle_single,Mizoram,Electric,5.25
902,seven_plus_axle_single,Mizoram,Petrol,95.73
903,seven_plus_axle_single,Odisha,Diesel,95.15
904,seven_plus_axle_single,Odisha,Electric,6.25
905,seven_plus_axle_single,Odisha,Petrol,103.59
906,seven_plus_axle_single,Punjab,Diesel,87.79
907,seven_plus_axle_single,Punjab,Electric,5.75
908,seven_plus_axle_single,Punjab,Petrol,97.44
909,seven_plus_axle_single,Rajasthan,Diesel,94.55
910,seven_plus_axle_single,Rajasthan,Electric,6.5
911,seven_plus_axle_single,Rajasthan,Petrol,109.4
912,seven_plus_axle_single,TamilNadu,Diesel,95.17
913,seven_plus_axle_single,TamilNadu,Electric,5.75
914,seven_plus_axle_single,TamilNadu,Petrol,103.56
915,seven_plus_axle_single,UttarPradesh,Diesel,90.13
916,seven_plus_axle_single,UttarPradesh,Electric,6.5
917,seven_plus_axle_single,UttarPradesh,Petrol,96.99
918,seven_plus_axle_single,Uttarakhand,Diesel,89.94
919,seven_plus_axle_single,Uttarakhand,Electric,5.5
920,seven_plus_axle_single,Uttarakhand,Petrol,94.86
921,seven_plus_axle_single,WestBengal,Diesel,92.75
922,seven_plus_axle_single,WestBengal,Electric,7.0
923,seven_plus_axle_single,WestBengal,Petrol,106.01
